Customer ID,Recency,Frequency,Monetary,Monetary Score,Recency Score,Frequency Score,RFM Score,Segment
13549.0,24,1,87.6,1,4,1,411,New Customers
13550.0,20,1,349.51,2,4,1,412,New Customers
13551.0,303,1,152.39999999999998,1,1,1,111,Churn Risk Customers
13552.0,65,10,3238.8499999999995,5,3,5,355,Loyal Customers
13553.0,311,1,517.8000000000001,3,1,1,113,Churn Risk Customers
13554.0,17,7,1638.28,4,4,5,454,Loyal Customers
13555.0,15,9,4849.91,5,5,5,555,High-Value Customers
13556.0,66,2,200.82,1,3,2,321,Churn Risk Customers
13557.0,52,11,2448.2,5,3,5,355,Loyal Customers
13559.0,149,2,990.0,3,2,2,223,Churn Risk Customers
13561.0,34,10,1678.8600000000001,4,4,5,454,Loyal Customers
13562.0,38,5,3038.8499999999995,5,3,4,345,Loyal Customers
13564.0,5,35,15500.529999999999,5,5,5,555,High-Value Customers
13565.0,48,1,174.57999999999998,1,3,1,311,Churn Risk Customers
13566.0,71,3,833.4099999999999,3,3,3,333,Potential Loyalists
13567.0,65,4,1083.69,4,3,4,344,Loyal Customers
13569.0,4,3,520.03,3,5,3,533,Potential Loyalists
13571.0,19,14,2454.2200000000003,5,4,5,455,Loyal Customers
13573.0,16,4,622.0700000000002,3,5,4,543,Potential Loyalists
13574.0,48,1,421.25000000000006,2,3,1,312,Churn Risk Customers
13576.0,10,11,4834.4,5,5,5,555,High-Value Customers
13577.0,19,7,1801.68,4,4,5,454,Loyal Customers
13578.0,46,1,147.66,1,3,1,311,Churn Risk Customers
13579.0,6,4,1071.9999999999998,4,5,4,544,High-Value Customers
13580.0,43,1,107.75,1,3,1,311,Churn Risk Customers
13581.0,51,1,162.53,1,3,1,311,Churn Risk Customers
13582.0,26,2,241.68,1,4,2,421,New Customers
13583.0,316,1,664.001,3,1,1,113,Churn Risk Customers
13584.0,135,2,250.04999999999998,1,2,2,221,Churn Risk Customers
13585.0,167,3,684.54,3,2,3,233,Churn Risk Customers
13586.0,178,1,131.52999999999997,1,1,1,111,Churn Risk Customers
13587.0,86,3,961.1000000000001,3,2,3,233,Churn Risk Customers
13589.0,86,4,741.0900000000001,3,2,4,243,Churn Risk Customers
13590.0,12,12,4367.67,5,5,5,555,High-Value Customers
13591.0,72,4,976.8100000000001,3,3,4,343,Potential Loyalists
13593.0,24,9,3486.6100000000006,5,4,5,455,Loyal Customers
13594.0,122,1,136.35000000000002,1,2,1,211,Churn Risk Customers
13595.0,153,3,818.22,3,2,3,233,Churn Risk Customers
13597.0,37,2,396.71000000000004,2,4,2,422,New Customers
13598.0,132,4,609.42,3,2,4,243,Churn Risk Customers
13599.0,3,14,5013.960000000001,5,5,5,555,High-Value Customers
13600.0,271,1,298.90000000000003,2,1,1,112,Churn Risk Customers
13601.0,29,2,491.82000000000005,2,4,2,422,New Customers
13602.0,18,3,596.2800000000001,3,4,3,433,Potential Loyalists
13604.0,295,1,717.62,3,1,1,113,Churn Risk Customers
13605.0,24,2,522.67,3,4,2,423,New Customers
13607.0,39,1,400.3,2,3,1,312,Churn Risk Customers
13608.0,177,1,236.20000000000002,1,2,1,211,Churn Risk Customers
13609.0,230,1,167.35000000000002,1,1,1,111,Churn Risk Customers
13610.0,24,7,1044.0,4,4,5,454,Loyal Customers
13611.0,11,7,2147.73,5,5,5,555,High-Value Customers
13612.0,269,1,818.29,3,1,1,113,Churn Risk Customers
13613.0,89,5,1039.85,4,2,4,244,Churn Risk Customers
13614.0,30,2,748.73,3,4,2,423,New Customers
13615.0,36,7,5854.84,5,4,5,455,Loyal Customers
13616.0,205,2,288.1,2,1,2,122,Churn Risk Customers
13617.0,45,5,734.57,3,3,4,343,Potential Loyalists
13619.0,181,2,231.69000000000003,1,1,2,121,Churn Risk Customers
13620.0,165,1,112.34000000000002,1,2,1,211,Churn Risk Customers
13622.0,333,1,658.95,3,1,1,113,Churn Risk Customers
13623.0,17,5,1818.7099999999998,4,4,4,444,Loyal Customers
13624.0,25,1,462.08000000000004,2,4,1,412,New Customers
13625.0,233,1,301.26,2,1,1,112,Churn Risk Customers
13626.0,16,1,449.81,2,5,1,512,New Customers
13627.0,125,2,607.4300000000001,3,2,2,223,Churn Risk Customers
13628.0,313,1,310.14,2,1,1,112,Churn Risk Customers
13629.0,50,8,5578.5,5,3,5,355,Loyal Customers
13632.0,31,3,1526.8799999999999,4,4,3,434,Potential Loyalists
13634.0,11,11,3498.31,5,5,5,555,High-Value Customers
13635.0,79,3,1928.13,4,2,3,234,Churn Risk Customers
13639.0,73,1,312.92999999999995,2,2,1,212,Churn Risk Customers
13640.0,248,1,405.0,2,1,1,112,Churn Risk Customers
13641.0,277,5,1016.4700000000001,4,1,4,144,Churn Risk Customers
13642.0,69,3,159.92,1,3,3,331,Potential Loyalists
13643.0,19,7,1637.33,4,4,5,454,Loyal Customers
13646.0,36,2,326.24999999999994,2,4,2,422,New Customers
13647.0,131,4,1393.5600000000004,4,2,4,244,Churn Risk Customers
13648.0,37,8,1764.0200000000002,4,4,5,454,Loyal Customers
13649.0,3,5,1332.28,4,5,4,544,High-Value Customers
13650.0,11,4,1451.6599999999999,4,5,4,544,High-Value Customers
13651.0,18,1,132.65,1,4,1,411,New Customers
13652.0,5,3,1475.77,4,5,3,534,Potential Loyalists
13653.0,124,1,152.2,1,2,1,211,Churn Risk Customers
13654.0,17,5,3600.67,5,4,4,445,Loyal Customers
13655.0,11,4,1347.5400000000002,4,5,4,544,High-Value Customers
13656.0,136,2,699.2,3,2,2,223,Churn Risk Customers
13658.0,20,4,3386.3300000000004,5,4,4,445,Loyal Customers
13659.0,53,10,3321.6800000000003,5,3,5,355,Loyal Customers
13660.0,37,1,314.59,2,4,1,412,New Customers
13661.0,240,1,325.24000000000007,2,1,1,112,Churn Risk Customers
13662.0,22,8,1352.35,4,4,5,454,Loyal Customers
13663.0,17,4,1858.04,4,4,4,444,Loyal Customers
13665.0,23,3,1711.66,4,4,3,434,Potential Loyalists
13666.0,57,2,43.25,1,3,2,321,Churn Risk Customers
13668.0,20,14,6726.35,5,4,5,455,Loyal Customers
13669.0,44,1,195.0,1,3,1,311,Churn Risk Customers
13671.0,31,1,194.94999999999996,1,4,1,411,New Customers
13672.0,367,1,233.53000000000003,1,1,1,111,Churn Risk Customers
13674.0,69,1,240.67999999999998,1,3,1,311,Churn Risk Customers
13676.0,176,2,243.9,1,2,2,221,Churn Risk Customers
13677.0,41,2,556.19,3,3,2,323,Churn Risk Customers
13679.0,130,3,281.26000000000005,2,2,3,232,Churn Risk Customers
13680.0,108,8,7713.25,5,2,5,255,Churn Risk Customers
13683.0,94,1,258.6,2,2,1,212,Churn Risk Customers
13684.0,27,3,529.7500000000001,3,4,3,433,Potential Loyalists
13686.0,17,2,337.04,2,4,2,422,New Customers
13687.0,75,1,11880.839999999998,5,2,1,215,Churn Risk Customers
13688.0,272,1,375.5,2,1,1,112,Churn Risk Customers
13689.0,81,1,349.5,2,2,1,212,Churn Risk Customers
13691.0,33,1,212.77999999999997,1,4,1,411,New Customers
13692.0,45,2,1626.08,4,3,2,324,Churn Risk Customers
13693.0,11,9,2011.82,4,5,5,554,High-Value Customers
13694.0,10,94,131443.19,5,5,5,555,High-Value Customers
13695.0,214,1,266.59999999999997,2,1,1,112,Churn Risk Customers
13696.0,58,3,2020.4,4,3,3,334,Potential Loyalists
13698.0,233,2,465.53000000000003,2,1,2,122,Churn Risk Customers
13699.0,187,1,455.57,2,1,1,112,Churn Risk Customers
13700.0,54,3,348.34000000000003,2,3,3,332,Potential Loyalists
13701.0,83,1,161.0,1,2,1,211,Churn Risk Customers
13702.0,82,1,135.18,1,2,1,211,Churn Risk Customers
13703.0,52,1,326.05999999999995,2,3,1,312,Churn Risk Customers
13705.0,10,5,1323.47,4,5,4,544,High-Value Customers
13706.0,263,1,300.38000000000005,2,1,1,112,Churn Risk Customers
13707.0,66,3,2559.4499999999994,5,3,3,335,Potential Loyalists
13709.0,83,5,1263.6999999999998,4,2,4,244,Churn Risk Customers
13710.0,60,2,329.04,2,3,2,322,Churn Risk Customers
13711.0,43,7,1540.2000000000003,4,3,5,354,Loyal Customers
13712.0,247,1,537.58,3,1,1,113,Churn Risk Customers
13713.0,45,3,743.26,3,3,3,333,Potential Loyalists
13714.0,102,1,161.35000000000002,1,2,1,211,Churn Risk Customers
13715.0,9,13,7403.95,5,5,5,555,High-Value Customers
13717.0,94,2,318.28999999999996,2,2,2,222,Churn Risk Customers
13719.0,30,6,1773.5700000000004,4,4,4,444,Loyal Customers
13721.0,32,1,217.39999999999992,1,4,1,411,New Customers
13722.0,57,7,3260.0,5,3,5,355,Loyal Customers
13723.0,29,5,1009.3500000000001,4,4,4,444,Loyal Customers
13724.0,274,1,213.01000000000002,1,1,1,111,Churn Risk Customers
13727.0,248,6,746.57,3,1,4,143,Churn Risk Customers
13728.0,24,10,1839.0300000000002,4,4,5,454,Loyal Customers
13729.0,72,3,724.7300000000002,3,3,3,333,Potential Loyalists
13733.0,47,2,487.03000000000003,2,3,2,322,Churn Risk Customers
13734.0,145,4,6701.639999999999,5,2,4,245,Churn Risk Customers
13735.0,13,9,6927.98,5,5,5,555,High-Value Customers
13736.0,62,5,2034.31,4,3,4,344,Loyal Customers
13738.0,33,1,440.9300000000001,2,4,1,412,New Customers
13739.0,164,1,75.3,1,2,1,211,Churn Risk Customers
13740.0,52,4,1247.02,4,3,4,344,Loyal Customers
13745.0,183,1,477.3200000000001,2,1,1,112,Churn Risk Customers
13746.0,50,1,176.69,1,3,1,311,Churn Risk Customers
13747.0,10,2,169.79999999999998,1,5,2,521,New Customers
13748.0,10,5,1320.1000000000001,4,5,4,544,High-Value Customers
13750.0,17,6,1954.92,4,4,4,444,Loyal Customers
13752.0,164,1,404.45,2,2,1,212,Churn Risk Customers
13753.0,235,3,1353.31,4,1,3,134,Churn Risk Customers
13754.0,74,1,164.45,1,2,1,211,Churn Risk Customers
13756.0,4,10,4017.9799999999996,5,5,5,555,High-Value Customers
13757.0,311,1,195.55,1,1,1,111,Churn Risk Customers
13758.0,3,10,6226.429999999999,5,5,5,555,High-Value Customers
13760.0,41,3,1076.85,4,3,3,334,Potential Loyalists
13761.0,139,4,881.52,3,2,4,243,Churn Risk Customers
13762.0,230,4,2165.76,5,1,4,145,Churn Risk Customers
13763.0,54,2,3502.48,5,3,2,325,Churn Risk Customers
13764.0,206,3,1431.5,4,1,3,134,Churn Risk Customers
13765.0,290,1,352.82099999999997,2,1,1,112,Churn Risk Customers
13766.0,132,1,190.35000000000002,1,2,1,211,Churn Risk Customers
13767.0,6,39,18320.17,5,5,5,555,High-Value Customers
13768.0,363,2,875.97,3,1,2,123,Churn Risk Customers
13769.0,4,11,3003.91,5,5,5,555,High-Value Customers
13770.0,59,4,785.3700000000001,3,3,4,343,Potential Loyalists
13771.0,170,5,3094.37,5,2,4,245,Churn Risk Customers
13772.0,37,5,1982.0900000000001,4,4,4,444,Loyal Customers
13773.0,33,2,301.53999999999996,2,4,2,422,New Customers
13775.0,227,1,1049.66,4,1,1,114,Churn Risk Customers
13776.0,65,2,623.98,3,3,2,323,Churn Risk Customers
13777.0,3,37,30501.260000000002,5,5,5,555,High-Value Customers
13778.0,128,3,945.7900000000001,3,2,3,233,Churn Risk Customers
13779.0,152,1,161.13,1,2,1,211,Churn Risk Customers
13780.0,44,1,375.8100000000001,2,3,1,312,Churn Risk Customers
13781.0,229,2,650.99,3,1,2,123,Churn Risk Customers
13782.0,90,7,881.72,3,2,5,253,Churn Risk Customers
13783.0,124,4,1542.0899999999997,4,2,4,244,Churn Risk Customers
13784.0,71,3,447.43999999999994,2,3,3,332,Potential Loyalists
13785.0,65,4,542.49,3,3,4,343,Potential Loyalists
13786.0,4,6,3128.5400000000004,5,5,4,545,High-Value Customers
13787.0,95,4,913.46,3,2,4,243,Churn Risk Customers
13788.0,142,1,3.75,1,2,1,211,Churn Risk Customers
13789.0,25,1,239.45999999999998,1,4,1,411,New Customers
13792.0,59,1,188.39999999999998,1,3,1,311,Churn Risk Customers
13793.0,283,1,96.0,1,1,1,111,Churn Risk Customers
13794.0,183,1,126.03,1,1,1,111,Churn Risk Customers
13795.0,25,4,836.2999999999998,3,4,4,443,Potential Loyalists
13796.0,136,1,289.7,2,2,1,212,Churn Risk Customers
13797.0,73,3,1179.45,4,2,3,234,Churn Risk Customers
13798.0,9,54,38683.020000000004,5,5,5,555,High-Value Customers
13799.0,81,7,2114.71,4,2,5,254,Churn Risk Customers
13800.0,67,2,1121.24,4,3,2,324,Churn Risk Customers
13802.0,11,16,21659.690000000002,5,5,5,555,High-Value Customers
13803.0,68,2,1061.8400000000001,4,3,2,324,Churn Risk Customers
13804.0,72,2,572.73,3,3,2,323,Churn Risk Customers
13807.0,4,3,422.20000000000005,2,5,3,532,Potential Loyalists
13809.0,31,2,524.65,3,4,2,423,New Customers
13813.0,164,4,1398.6100000000001,4,2,4,244,Churn Risk Customers
13814.0,164,1,678.1999999999999,3,2,1,213,Churn Risk Customers
13815.0,43,4,3448.38,5,3,4,345,Loyal Customers
13818.0,66,1,61.28,1,3,1,311,Churn Risk Customers
13819.0,306,3,1502.0,4,1,3,134,Churn Risk Customers
13820.0,55,3,660.6500000000001,3,3,3,333,Potential Loyalists
13821.0,30,4,1025.0900000000001,4,4,4,444,Loyal Customers
13823.0,17,5,2445.790000000001,5,4,4,445,Loyal Customers
13824.0,16,7,1615.82,4,5,5,554,High-Value Customers
13825.0,258,2,255.59,2,1,2,122,Churn Risk Customers
13829.0,58,1,102.0,1,3,1,311,Churn Risk Customers
13830.0,218,1,156.85000000000002,1,1,1,111,Churn Risk Customers
13831.0,6,13,4820.59,5,5,5,555,High-Value Customers
13832.0,59,1,561.49,3,3,1,313,Churn Risk Customers
13833.0,41,1,316.56,2,3,1,312,Churn Risk Customers
13834.0,213,2,324.19,2,1,2,122,Churn Risk Customers
13835.0,156,3,260.7,2,2,3,232,Churn Risk Customers
13836.0,36,2,620.3700000000001,3,4,2,423,New Customers
13838.0,6,7,1274.3600000000001,4,5,5,554,High-Value Customers
13839.0,123,1,139.95,1,2,1,211,Churn Risk Customers
13840.0,53,1,651.4000000000001,3,3,1,313,Churn Risk Customers
13842.0,3,10,2244.29,5,5,5,555,High-Value Customers
13843.0,18,1,319.75,2,4,1,412,New Customers
13846.0,36,1,442.73,2,4,1,412,New Customers
13847.0,356,1,310.71999999999997,2,1,1,112,Churn Risk Customers
13848.0,3,6,2080.0,4,5,4,544,High-Value Customers
13849.0,34,3,1931.3499999999997,4,4,3,434,Potential Loyalists
13851.0,16,5,1955.0000000000002,4,5,4,544,High-Value Customers
13852.0,247,1,187.35000000000002,1,1,1,111,Churn Risk Customers
13854.0,2,15,4144.4400000000005,5,5,5,555,High-Value Customers
13855.0,137,4,1310.3400000000001,4,2,4,244,Churn Risk Customers
13856.0,100,8,753.53,3,2,5,253,Churn Risk Customers
13857.0,30,6,1001.01,4,4,4,444,Loyal Customers
13859.0,166,1,314.7,2,2,1,212,Churn Risk Customers
13861.0,66,2,273.26,2,3,2,322,Churn Risk Customers
13862.0,26,1,346.72999999999996,2,4,1,412,New Customers
13863.0,102,3,933.77,3,2,3,233,Churn Risk Customers
13864.0,23,1,662.4000000000001,3,4,1,413,New Customers
13869.0,18,6,5006.62,5,4,4,445,Loyal Customers
13870.0,24,7,2941.14,5,4,5,455,Loyal Customers
13871.0,65,4,1482.6,4,3,4,344,Loyal Customers
13872.0,164,3,919.57,3,2,3,233,Churn Risk Customers
13873.0,20,5,649.3200000000002,3,4,4,443,Potential Loyalists
13874.0,141,6,1508.6999999999998,4,2,4,244,Churn Risk Customers
13875.0,24,9,3027.58,5,4,5,455,Loyal Customers
13877.0,107,2,332.4400000000001,2,2,2,222,Churn Risk Customers
13878.0,184,3,1191.53,4,1,3,134,Churn Risk Customers
13879.0,282,1,395.50000000000006,2,1,1,112,Churn Risk Customers
13880.0,4,5,1171.8899999999999,4,5,4,544,High-Value Customers
13881.0,12,23,28019.579999999998,5,5,5,555,High-Value Customers
13883.0,40,10,3885.5399999999995,5,3,5,355,Loyal Customers
13884.0,13,5,1100.88,4,5,4,544,High-Value Customers
13888.0,41,5,1563.42,4,3,4,344,Loyal Customers
13889.0,19,5,1574.3300000000004,4,4,4,444,Loyal Customers
13890.0,11,4,1043.57,4,5,4,544,High-Value Customers
13891.0,15,3,863.5600000000002,3,5,3,533,Potential Loyalists
13892.0,114,2,634.6800000000001,3,2,2,223,Churn Risk Customers
13895.0,152,2,1415.4499999999998,4,2,2,224,Churn Risk Customers
13896.0,262,1,388.55,2,1,1,112,Churn Risk Customers
13897.0,75,2,849.56,3,2,2,223,Churn Risk Customers
13898.0,48,1,530.4699999999999,3,3,1,313,Churn Risk Customers
13900.0,26,3,869.6400000000001,3,4,3,433,Potential Loyalists
13901.0,11,10,2809.1400000000003,5,5,5,555,High-Value Customers
13902.0,269,5,34095.26,5,1,4,145,Churn Risk Customers
13903.0,37,1,165.45000000000002,1,4,1,411,New Customers
13905.0,369,1,312.65000000000003,2,1,1,112,Churn Risk Customers
13906.0,46,1,42.0,1,3,1,311,Churn Risk Customers
13907.0,328,1,136.8,1,1,1,111,Churn Risk Customers
13909.0,60,2,286.5999999999999,2,3,2,322,Churn Risk Customers
13911.0,16,11,1654.08,4,5,5,554,High-Value Customers
13912.0,60,1,124.94999999999999,1,3,1,311,Churn Risk Customers
13913.0,143,1,42.22,1,2,1,211,Churn Risk Customers
13915.0,31,1,70.80000000000001,1,4,1,411,New Customers
13916.0,100,4,1275.81,4,2,4,244,Churn Risk Customers
13919.0,61,2,975.87,3,3,2,323,Churn Risk Customers
13920.0,68,4,1774.6799999999998,4,3,4,344,Loyal Customers
13921.0,39,4,730.7000000000002,3,3,4,343,Potential Loyalists
13922.0,74,2,692.95,3,2,2,223,Churn Risk Customers
13927.0,74,1,359.27,2,2,1,212,Churn Risk Customers
13929.0,53,9,2651.45,5,3,5,355,Loyal Customers
13931.0,29,9,4019.8500000000004,5,4,5,455,Loyal Customers
13935.0,233,3,6116.92,5,1,3,135,Churn Risk Customers
13936.0,19,2,563.08,3,4,2,423,New Customers
13937.0,39,1,721.2800000000001,3,3,1,313,Churn Risk Customers
13939.0,68,4,992.41,4,3,4,344,Loyal Customers
13941.0,9,11,6009.34,5,5,5,555,High-Value Customers
13942.0,171,1,320.0,2,2,1,212,Churn Risk Customers
13943.0,214,1,246.54000000000002,1,1,1,111,Churn Risk Customers
13944.0,290,1,200.43,1,1,1,111,Churn Risk Customers
13945.0,31,2,854.1499999999999,3,4,2,423,New Customers
13946.0,13,3,1314.6599999999999,4,5,3,534,Potential Loyalists
13948.0,48,3,446.76000000000005,2,3,3,332,Potential Loyalists
13952.0,17,12,9572.45,5,4,5,455,Loyal Customers
13953.0,46,5,3125.0,5,3,4,345,Loyal Customers
13955.0,12,1,222.20999999999995,1,5,1,511,New Customers
13957.0,54,3,458.25,2,3,3,332,Potential Loyalists
13958.0,16,8,4709.23,5,5,5,555,High-Value Customers
13959.0,36,3,477.97999999999996,2,4,3,432,Potential Loyalists
13961.0,29,1,538.4,3,4,1,413,New Customers
13962.0,72,1,193.25,1,3,1,311,Churn Risk Customers
13963.0,4,14,2347.33,5,5,5,555,High-Value Customers
13964.0,24,2,438.90000000000003,2,4,2,422,New Customers
13965.0,113,3,996.61,4,2,3,234,Churn Risk Customers
13966.0,72,1,390.86000000000007,2,3,1,312,Churn Risk Customers
13967.0,33,1,85.6,1,4,1,411,New Customers
13968.0,60,1,123.66,1,3,1,311,Churn Risk Customers
13969.0,2,18,4311.93,5,5,5,555,High-Value Customers
13970.0,23,2,846.55,3,4,2,423,New Customers
13971.0,60,6,1909.31,4,3,4,344,Loyal Customers
13974.0,219,1,264.13,2,1,1,112,Churn Risk Customers
13975.0,30,6,2832.5600000000004,5,4,4,445,Loyal Customers
13976.0,143,3,834.3800000000001,3,2,3,233,Churn Risk Customers
13977.0,48,1,519.81,3,3,1,313,Churn Risk Customers
13979.0,30,6,2546.36,5,4,4,445,Loyal Customers
13980.0,76,4,599.7800000000001,3,2,4,243,Churn Risk Customers
13981.0,52,1,331.14,2,3,1,312,Churn Risk Customers
13982.0,2,6,2573.7799999999997,5,5,4,545,High-Value Customers
13983.0,3,10,4505.02,5,5,5,555,High-Value Customers
13984.0,3,8,1128.0900000000001,4,5,5,554,High-Value Customers
13985.0,11,7,2960.7300000000005,5,5,5,555,High-Value Customers
13987.0,16,2,682.54,3,5,2,523,New Customers
13988.0,20,2,609.84,3,4,2,423,New Customers
13989.0,101,3,759.9799999999997,3,2,3,233,Churn Risk Customers
13992.0,17,2,142.7,1,4,2,421,New Customers
13993.0,16,10,3309.3500000000004,5,5,5,555,High-Value Customers
13995.0,16,9,2508.3199999999997,5,5,5,555,High-Value Customers
13996.0,23,2,895.7600000000001,3,4,2,423,New Customers
13997.0,156,3,382.30999999999995,2,2,3,232,Churn Risk Customers
13998.0,83,3,566.7,3,2,3,233,Churn Risk Customers
13999.0,11,17,5600.450000000001,5,5,5,555,High-Value Customers
14000.0,51,4,1410.68,4,3,4,344,Loyal Customers
14001.0,10,7,2487.01,5,5,5,555,High-Value Customers
14003.0,369,1,209.41,1,1,1,111,Churn Risk Customers
14004.0,30,4,1675.81,4,4,4,444,Loyal Customers
14006.0,165,4,1234.48,4,2,4,244,Churn Risk Customers
14007.0,149,1,79.48,1,2,1,211,Churn Risk Customers
14008.0,69,1,509.04,3,3,1,313,Churn Risk Customers
14009.0,99,1,404.29999999999995,2,2,1,212,Churn Risk Customers
14010.0,202,2,445.15,2,1,2,122,Churn Risk Customers
14011.0,117,2,457.82000000000005,2,2,2,222,Churn Risk Customers
14013.0,17,2,611.55,3,4,2,423,New Customers
14014.0,13,2,1443.03,4,5,2,524,New Customers
14016.0,33,7,7062.200000000001,5,4,5,455,Loyal Customers
14017.0,208,1,229.75000000000003,1,1,1,111,Churn Risk Customers
14018.0,282,1,367.1500000000001,2,1,1,112,Churn Risk Customers
14020.0,113,2,606.2099999999999,3,2,2,223,Churn Risk Customers
14021.0,11,4,1084.6799999999998,4,5,4,544,High-Value Customers
14022.0,123,1,352.15,2,2,1,212,Churn Risk Customers
14024.0,27,1,318.03999999999996,2,4,1,412,New Customers
14025.0,101,8,4057.9000000000005,5,2,5,255,Churn Risk Customers
14026.0,107,2,713.11,3,2,2,223,Churn Risk Customers
14028.0,187,3,10396.5,5,1,3,135,Churn Risk Customers
14030.0,3,14,5902.200000000001,5,5,5,555,High-Value Customers
14031.0,2,27,23712.309999999998,5,5,5,555,High-Value Customers
14032.0,3,6,1874.68,4,5,4,544,High-Value Customers
14033.0,192,1,109.44,1,1,1,111,Churn Risk Customers
14035.0,43,4,1428.6999999999998,4,3,4,344,Loyal Customers
14037.0,115,4,689.75,3,2,4,243,Churn Risk Customers
14038.0,34,2,1509.4999999999998,4,4,2,424,New Customers
14039.0,212,1,115.08000000000001,1,1,1,111,Churn Risk Customers
14040.0,23,23,9030.65,5,4,5,455,Loyal Customers
14042.0,362,1,431.98,2,1,1,112,Churn Risk Customers
14043.0,128,2,304.25,2,2,2,222,Churn Risk Customers
14044.0,55,6,2470.2799999999997,5,3,4,345,Loyal Customers
14045.0,10,13,9653.279999999999,5,5,5,555,High-Value Customers
14047.0,9,10,2946.42,5,5,5,555,High-Value Customers
14048.0,19,2,338.76,2,4,2,422,New Customers
14049.0,24,9,7557.3099999999995,5,4,5,455,Loyal Customers
14051.0,3,15,6823.610000000001,5,5,5,555,High-Value Customers
14052.0,27,1,255.44999999999993,2,4,1,412,New Customers
14053.0,34,2,312.05,2,4,2,422,New Customers
14055.0,214,2,795.3199999999999,3,1,2,123,Churn Risk Customers
14057.0,18,5,2190.88,5,4,4,445,Loyal Customers
14058.0,99,2,469.19000000000005,2,2,2,222,Churn Risk Customers
14060.0,3,13,3378.66,5,5,5,555,High-Value Customers
14061.0,144,3,917.43,3,2,3,233,Churn Risk Customers
14062.0,11,12,15139.350000000002,5,5,5,555,High-Value Customers
14063.0,75,9,22710.2,5,2,5,255,Churn Risk Customers
14064.0,67,10,1978.68,4,3,5,354,Loyal Customers
14065.0,26,3,891.02,3,4,3,433,Potential Loyalists
14068.0,240,3,1262.5200000000002,4,1,3,134,Churn Risk Customers
14069.0,151,2,230.06,1,2,2,221,Churn Risk Customers
14070.0,321,1,326.55,2,1,1,112,Churn Risk Customers
14072.0,303,1,390.8500000000001,2,1,1,112,Churn Risk Customers
14074.0,260,1,219.4,1,1,1,111,Churn Risk Customers
14075.0,40,3,792.61,3,3,3,333,Potential Loyalists
14077.0,32,1,115.66000000000001,1,4,1,411,New Customers
14078.0,10,4,643.26,3,5,4,543,Potential Loyalists
14079.0,319,1,243.63,1,1,1,111,Churn Risk Customers
14080.0,50,4,1070.0800000000002,4,3,4,344,Loyal Customers
14081.0,6,9,4435.58,5,5,5,555,High-Value Customers
14082.0,29,1,231.11000000000004,1,4,1,411,New Customers
14083.0,8,3,388.83000000000004,2,5,3,532,Potential Loyalists
14084.0,149,1,150.5,1,2,1,211,Churn Risk Customers
14085.0,5,16,5656.43,5,5,5,555,High-Value Customers
14086.0,99,1,39.95,1,2,1,211,Churn Risk Customers
14087.0,41,2,651.8,3,3,2,323,Churn Risk Customers
14088.0,43,3,13544.99,5,3,3,335,Potential Loyalists
14091.0,291,2,9530.080000000002,5,1,2,125,Churn Risk Customers
14092.0,11,10,3152.54,5,5,5,555,High-Value Customers
14094.0,76,1,335.21999999999997,2,2,1,212,Churn Risk Customers
14095.0,359,1,2.95,1,1,1,111,Churn Risk Customers
14097.0,118,2,422.86,2,2,2,222,Churn Risk Customers
14099.0,12,9,2661.5400000000004,5,5,5,555,High-Value Customers
14101.0,25,7,3985.14,5,4,5,455,Loyal Customers
14104.0,26,3,555.37,3,4,3,433,Potential Loyalists
14105.0,45,4,4722.6,5,3,4,345,Loyal Customers
14106.0,374,1,214.79999999999998,1,1,1,111,Churn Risk Customers
14107.0,85,4,2174.0699999999997,5,2,4,245,Churn Risk Customers
14108.0,368,2,447.05,2,1,2,122,Churn Risk Customers
14110.0,72,21,7304.799999999999,5,3,5,355,Loyal Customers
14112.0,88,6,2919.4399999999996,5,2,4,245,Churn Risk Customers
14113.0,12,12,5252.1900000000005,5,5,5,555,High-Value Customers
14114.0,32,5,977.5600000000001,3,4,4,443,Potential Loyalists
14115.0,138,2,622.67,3,2,2,223,Churn Risk Customers
14118.0,65,1,458.45,2,3,1,312,Churn Risk Customers
14119.0,12,2,183.37,1,5,2,521,New Customers
14122.0,43,3,362.41999999999996,2,3,3,332,Potential Loyalists
14123.0,370,1,436.18,2,1,1,112,Churn Risk Customers
14126.0,81,1,466.33,2,2,1,212,Churn Risk Customers
14127.0,17,3,1190.3700000000001,4,4,3,434,Potential Loyalists
14128.0,188,1,286.71,2,1,1,112,Churn Risk Customers
14129.0,36,4,1467.48,4,4,4,444,Loyal Customers
14130.0,12,3,1398.81,4,5,3,534,Potential Loyalists
14131.0,285,1,187.87000000000003,1,1,1,111,Churn Risk Customers
14133.0,370,1,305.5,2,1,1,112,Churn Risk Customers
14134.0,19,15,11123.35,5,4,5,455,Loyal Customers
14135.0,4,11,4953.610000000001,5,5,5,555,High-Value Customers
14136.0,37,5,1570.81,4,4,4,444,Loyal Customers
14137.0,332,1,332.7,2,1,1,112,Churn Risk Customers
14139.0,127,3,670.98,3,2,3,233,Churn Risk Customers
14142.0,10,2,671.3399999999999,3,5,2,523,New Customers
14144.0,123,1,30.599999999999998,1,2,1,211,Churn Risk Customers
14145.0,96,3,3857.85,5,2,3,235,Churn Risk Customers
14146.0,20,7,5259.299999999999,5,4,5,455,Loyal Customers
14147.0,25,7,2106.8,4,4,5,454,Loyal Customers
